output_file,content_file,style_file,part,model_name,temperature,content_score,time_pitch_diff,onset.duration,onset.velocity,onset.drum_drums
23 Teen Pop #2 In D.Verse_no_drum.X.23 Teen Pop #2 In D.Verse_no_drum.D_T001.mid,23 Teen Pop #2 In D.Verse_no_drum.mid,23 Teen Pop #2 In D.Verse_no_drum.mid,Verse_no_drum,Drums,0.01,0.8265964861057046,0.7334043959945638,0.8230903503327818,0.9803902531868056,
24 Modern Country #3 In D.Chorus_no_drum.X.24 Modern Country #3 In D.Chorus_no_drum.D_T001.mid,24 Modern Country #3 In D.Chorus_no_drum.mid,24 Modern Country #3 In D.Chorus_no_drum.mid,Chorus_no_drum,Drums,0.01,0.8396153156092869,0.942966563724424,0.8696573075519978,0.7410475480923568,
24 Modern Country #3 In D.PreChorus_no_drum.X.24 Modern Country #3 In D.PreChorus_no_drum.D_T001.mid,24 Modern Country #3 In D.PreChorus_no_drum.mid,24 Modern Country #3 In D.PreChorus_no_drum.mid,PreChorus_no_drum,Drums,0.01,0.9358355441367112,0.8012363659343227,0.8645695578773939,0.7528952369250619,
24 Modern Country #3 In D.Verse_no_drum.X.24 Modern Country #3 In D.Verse_no_drum.D_T001.mid,24 Modern Country #3 In D.Verse_no_drum.mid,24 Modern Country #3 In D.Verse_no_drum.mid,Verse_no_drum,Drums,0.01,0.9176008849075582,0.6152153619906972,0.3453545668964979,0.6001200273327254,
25 Thrash Metal #1 in Em.Chorus_no_drum.X.25 Thrash Metal #1 in Em.Chorus_no_drum.D_T001.mid,25 Thrash Metal #1 in Em.Chorus_no_drum.mid,25 Thrash Metal #1 in Em.Chorus_no_drum.mid,Chorus_no_drum,Drums,0.01,0.8339458998137568,0.8554241505124873,0.8188561710562365,0.5703371120767612,
25 Thrash Metal #1 in Em.PreChorus_no_drum.X.25 Thrash Metal #1 in Em.PreChorus_no_drum.D_T001.mid,25 Thrash Metal #1 in Em.PreChorus_no_drum.mid,25 Thrash Metal #1 in Em.PreChorus_no_drum.mid,PreChorus_no_drum,Drums,0.01,0.7932790591028398,0.7302747152413902,0.4776998270165851,0.6239877757598455,
25 Thrash Metal #1 in Em.Verse_no_drum.X.25 Thrash Metal #1 in Em.Verse_no_drum.D_T001.mid,25 Thrash Metal #1 in Em.Verse_no_drum.mid,25 Thrash Metal #1 in Em.Verse_no_drum.mid,Verse_no_drum,Drums,0.01,0.9286450793744916,0.967159218959965,0.8337236320638869,0.5842297060718065,
26 Classic Pop #2 In Eb.Chorus_no_drum.X.26 Classic Pop #2 In Eb.Chorus_no_drum.D_T001.mid,26 Classic Pop #2 In Eb.Chorus_no_drum.mid,26 Classic Pop #2 In Eb.Chorus_no_drum.mid,Chorus_no_drum,Drums,0.01,0.7865047990196086,0.8986546553209394,0.5969895682772346,0.4934428141750632,
26 Classic Pop #2 In Eb.PreChorus_no_drum.X.26 Classic Pop #2 In Eb.PreChorus_no_drum.D_T001.mid,26 Classic Pop #2 In Eb.PreChorus_no_drum.mid,26 Classic Pop #2 In Eb.PreChorus_no_drum.mid,PreChorus_no_drum,Drums,0.01,0.9173106587064083,0.6875948519863867,0.29004432961502236,0.5446001588294846,
26 Classic Pop #2 In Eb.Verse_no_drum.X.26 Classic Pop #2 In Eb.Verse_no_drum.D_T001.mid,26 Classic Pop #2 In Eb.Verse_no_drum.mid,26 Classic Pop #2 In Eb.Verse_no_drum.mid,Verse_no_drum,Drums,0.01,0.9134666276280632,0.8133382664226328,0.04072660945609685,0.6863678919324933,
27 Teen Pop #3 In Am.Chorus_no_drum.X.27 Teen Pop #3 In Am.Chorus_no_drum.D_T001.mid,27 Teen Pop #3 In Am.Chorus_no_drum.mid,27 Teen Pop #3 In Am.Chorus_no_drum.mid,Chorus_no_drum,Drums,0.01,0.8286804255632253,0.7902678046299785,0.5051129798538928,0.8530128258867848,
27 Teen Pop #3 In Am.PreChorus_no_drum.X.27 Teen Pop #3 In Am.PreChorus_no_drum.D_T001.mid,27 Teen Pop #3 In Am.PreChorus_no_drum.mid,27 Teen Pop #3 In Am.PreChorus_no_drum.mid,PreChorus_no_drum,Drums,0.01,0.7315730860426574,0.7804171085743324,0.7578314676980736,0.8301598505816744,
27 Teen Pop #3 In Am.Verse_no_drum.X.27 Teen Pop #3 In Am.Verse_no_drum.D_T001.mid,27 Teen Pop #3 In Am.Verse_no_drum.mid,27 Teen Pop #3 In Am.Verse_no_drum.mid,Verse_no_drum,Drums,0.01,0.9122511755971902,0.9258878858196221,0.87569063282243,0.8505560816451332,
28 Teen Pop #4 in Bb.Chorus_no_drum.X.28 Teen Pop #4 in Bb.Chorus_no_drum.D_T001.mid,28 Teen Pop #4 in Bb.Chorus_no_drum.mid,28 Teen Pop #4 in Bb.Chorus_no_drum.mid,Chorus_no_drum,Drums,0.01,0.8762669563781849,0.8899084412504048,0.8999147657983082,0.6372116189642143,
28 Teen Pop #4 in Bb.PreChorus_no_drum.X.28 Teen Pop #4 in Bb.PreChorus_no_drum.D_T001.mid,28 Teen Pop #4 in Bb.PreChorus_no_drum.mid,28 Teen Pop #4 in Bb.PreChorus_no_drum.mid,PreChorus_no_drum,Drums,0.01,0.731396036413332,0.9069313029853752,0.9741323191314887,0.6584880844609484,
